recorded_amine,score_amine,counterfactual_amide,score_amide
O=C(O)c1cccc(CN2CCC2CNC23CC(C2)C3)c1,5.388195,O=C(NC12CC(C1)C2)c1cccc(CN2CCC2C(=O)O)c1,5.245006
O=C(c1ccc2c(c1)nc(C1CN(Cc3ccc(CCl)cc3)C1)n2CC1CC1)N1CCNCC1,5.80515,O=C(c1ccc(CCl)cc1)N1CCN(C(=O)c2ccc3c(c2)nc(C2CNC2)n3CC2CC2)CC1,6.032102
O=C(O)C1(N(C[C@@H]2Cc3ccccc3CN2)c2ccc(NCc3ccc4nc(C5CNC5)oc4c3)cc2)CCC1,7.31637,O=C(Nc1ccc(N(C[C@@H]2Cc3ccccc3CN2)C2(C(=O)O)CCC2)cc1)c1ccc2nc(C3CNC3)oc2c1,7.10954
O=C(c1ccc(Cn2cc(CNC[C@@H]3Cc4ccccc4CN3)c3ccccc32)cc1)N1CCNCC1,7.217294,O=C(NCc1cn(Cc2ccc(C(=O)N3CCNCC3)cc2)c2ccccc12)[C@@H]1Cc2ccccc2CN1,7.353818
c1ccc2c(c1)CN[C@H](CNc1ccccc1CNc1ccc(-c3ccc(NCC4CCN4)cc3)cc1)C2,7.765326,O=C(Nc1ccccc1CNc1ccc(-c2ccc(NCC3CCN3)cc2)cc1)[C@@H]1Cc2ccccc2CN1,7.725662
Fc1nc(NCc2ccc(-c3nnn(CC4CC4)n3)nc2)c2nc[nH]c2n1,6.916244,O=C(Nc1nc(F)nc2[nH]cnc12)c1ccc(-c2nnn(CC3CC3)n2)nc1,7.168222
c1cc(NCc2ccc3[nH]c(C4CCN4)nc3c2)cc(-c2ccc3nc(C4CCN4)oc3c2)c1,7.960982,O=C(Nc1cccc(-c2ccc3nc(C4CCN4)oc3c2)c1)c1ccc2[nH]c(C3CCN3)nc2c1,2.274381
O=C(O)c1ccc(NCC2CNC2)c(NCC2CCN2)c1,6.018965,O=C(O)c1ccc(NC(=O)C2CNC2)c(NCC2CCN2)c1,6.63827
O=Cc1cn(Cc2ccccc2CNCc2c[nH]c3ccccc23)c2ccc(NC34CC(C3)C4)cc12,5.952311,O=Cc1cn(Cc2ccccc2C(=O)NCc2c[nH]c3ccccc23)c2ccc(NC34CC(C3)C4)cc12,6.203402
Nc1ccc(CNc2cccc(B(O)O)c2)cc1O,3.161826,Nc1ccc(C(=O)Nc2cccc(B(O)O)c2)cc1O,3.392604
ClCc1ccc(-c2nc3ccc(-c4cccc(NC[C@@H]5Cc6ccccc6CN5)c4)cc3o2)cc1,7.383845,O=C(Nc1cccc(-c2ccc3nc(-c4ccc(CCl)cc4)oc3c2)c1)[C@@H]1Cc2ccccc2CN1,7.407971
Nc1ccccc1CNc1ccccc1C(=O)O,3.494715,Nc1ccccc1C(=O)Nc1ccccc1C(=O)O,3.458791
C#Cc1ccc(NC[C@@H](N)c2ccccc2)cc1,4.509207,C#Cc1ccc(NC(=O)[C@@H](N)c2ccccc2)cc1,5.821391
Brc1ccccc1CCNC[C@@H]1Cc2ccccc2CN1,5.773687,O=C(NCCc1ccccc1Br)[C@@H]1Cc2ccccc2CN1,6.17875
O=Cc1ccc(CN2CCC[C@H]2C(=O)NCc2ccccc2)cc1,5.361977,O=Cc1ccc(C(=O)N2CCC[C@H]2C(=O)NCc2ccccc2)cc1,5.776315
Nc1ccc(-c2c[nH]nc2NCc2ccc(N)c(O)c2)cn1,4.088725,Nc1ccc(-c2c[nH]nc2NC(=O)c2ccc(N)c(O)c2)cn1,4.422894
O=C(Nc1ccccn1)c1cccc(-c2nc3cc(-c4cccc(NCC5CNC5)c4)ccc3[nH]2)c1,7.572368,O=C(Nc1ccccn1)c1cccc(-c2nc3cc(-c4cccc(NC(=O)C5CNC5)c4)ccc3[nH]2)c1,7.368876
N#Cc1ccc(CN2Cc3ccccc3C[C@H]2CNc2ccnc3ccccc23)cn1,5.816192,N#Cc1ccc(C(=O)N(C[C@@H]2Cc3ccccc3CN2)c2ccnc3ccccc23)cn1,6.076142
Fc1cccc(CNc2ccccn2)n1,3.958996,O=C(Nc1ccccn1)c1cccc(F)n1,4.516462
N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1cc(C(=O)O)ccc1NC[C@H]1CCCN1,4.012576,N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1cc(C(=O)O)ccc1NC(=O)[C@H]1CCCN1,4.709165
Oc1cccc(CNc2ccc(-c3cc(NC[C@@H]4Cc5ccccc5CN4)[nH]n3)cc2)c1NCC1CNC1,7.579577,O=C(Nc1ccc(-c2cc(NC[C@@H]3Cc4ccccc4CN3)[nH]n2)cc1)c1cccc(O)c1NCC1CNC1,7.497314
C[C@@H](c1ccccc1)N(Cc1ccc(N)c(N)c1)C[C@@H]1Cc2ccccc2CN1,5.339173,C[C@@H](c1ccccc1)N(C[C@@H]1Cc2ccccc2CN1)C(=O)c1ccc(N)c(N)c1,5.782822
O=C(O)c1ccc(Cn2cc(CCNCC3CNC3)c3ccccc32)cc1,5.334455,O=C(O)c1ccc(Cn2cc(CCNC(=O)C3CNC3)c3ccccc32)cc1,6.593148
C[C@@H](N)c1nc2cc(CNc3cccc4cc[nH]c34)ccc2o1,4.36533,C[C@@H](N)c1nc2cc(C(=O)Nc3cccc4cc[nH]c34)ccc2o1,4.766238
O=Cc1cccc(Nc2ccc(C(=O)O)cc2NC[C@@H]2Cc3ccccc3CN2)c1,5.177309,O=Cc1cccc(Nc2ccc(C(=O)O)cc2NC(=O)[C@@H]2Cc3ccccc3CN2)c1,5.483716
C[C@@H](c1ccccc1)N(Cc1ccc(N)c(N)c1)Cc1cccc(NC23CC(C2)C3)n1,5.290107,C[C@@H](c1ccccc1)N(Cc1cccc(NC23CC(C2)C3)n1)C(=O)c1ccc(N)c(N)c1,5.625166
O=Cc1ccc(CNC23CC(C2)C3)cc1,4.678136,O=Cc1ccc(C(=O)NC23CC(C2)C3)cc1,4.742253
O=C(O)c1ccccc1NCc1ccc(-c2nnn(CC3CC3)n2)nc1,6.592032,O=C(Nc1ccccc1C(=O)O)c1ccc(-c2nnn(CC3CC3)n2)nc1,6.608092
COc1ccc(NC(=O)c2ccc(CO[C@H]3CN4CCC3CC4)cc2)c(NC(=O)C2CN(C[C@@H]3Cc4ccccc4CN3)C2)c1,7.376239,COc1ccc(NC(=O)c2ccc(CO[C@H]3CN4CCC3CC4)cc2)c(NC(=O)C2CN(C(=O)[C@@H]3Cc4ccccc4CN3)C2)c1,6.941404
Oc1ccc(CNCc2cn(CC3CC3)c3ccccc23)cc1NCc1ccc(-c2nnn(CC3CC3)n2)nc1,7.79846,O=C(NCc1cn(CC2CC2)c2ccccc12)c1ccc(O)c(NCc2ccc(-c3nnn(CC4CC4)n3)nc2)c1,8.091558
OB(O)c1ccc(-c2nnnn2Cc2ccc(CNc3cccc4cc[nH]c34)cc2)s1,4.448795,O=C(Nc1cccc2cc[nH]c12)c1ccc(Cn2nnnc2-c2ccc(B(O)O)s2)cc1,4.493027
Nc1ccc(CN2CC(C(=O)O)C2)cc1O,3.188065,Nc1ccc(C(=O)N2CC(C(=O)O)C2)cc1O,3.869184
O=Cc1ccc(CN2CCC[C@H]2C(=O)Nc2n[nH]cc2NCc2cnnn2CC2CC2)cc1,5.980102,O=Cc1ccc(C(=O)N(Cc2cnnn2CC2CC2)c2c[nH]nc2NC(=O)[C@@H]2CCCN2)cc1,6.002869
O=C(Nc1nc(F)nc2[nH]cnc12)c1ccc(Cn2cc(CNCc3ccc(-c4nnn(CC5CC5)n4)nc3)c3ccccc32)cc1,7.597178,O=C(NCc1cn(Cc2ccc(C(=O)Nc3nc(F)nc4[nH]cnc34)cc2)c2ccccc12)c1ccc(-c2nnn(CC3CC3)n2)nc1,7.779609
O=C(O)[C@@H]1Cc2ccccc2CN1C[C@H]1CCCNC1,4.389497,O=C(O)[C@@H]1Cc2ccccc2CN1C(=O)[C@H]1CCCNC1,5.442272
c1ccc2c(NCc3ccc4nc(-c5ccc6nc(-c7ccc(COC[C@@H]8CCCN8)cc7)oc6c5)[nH]c4c3)ccnc2c1,6.69262,O=C(Nc1ccnc2ccccc12)c1ccc2nc(-c3ccc4nc(-c5ccc(COC[C@@H]6CCCN6)cc5)oc4c3)[nH]c2c1,6.787656
Brc1c[nH]nc1NC[C@H]1CCCNC1,3.14985,O=C(Nc1n[nH]cc1Br)[C@H]1CCCNC1,4.536366
O=C(C1CN(c2ccc(NCc3ccc(-c4nnn(CC5CC5)n4)nc3)cc2)C1)N1CCNCC1,7.514303,O=C(Nc1ccc(N2CC(C(=O)N3CCNCC3)C2)cc1)c1ccc(-c2nnn(CC3CC3)n2)nc1,6.364656
OB(O)c1ccc(NCc2ccc3nc(-c4ccc5oc(C6CNC6)nc5c4)oc3c2)cc1,6.427515,O=C(Nc1ccc(B(O)O)cc1)c1ccc2nc(-c3ccc4oc(C5CNC5)nc4c3)oc2c1,6.567216
OB(O)c1cccc(NCC2CN(c3ccc4ccccc4n3)C2)c1,4.382859,O=C(Nc1cccc(B(O)O)c1)C1CN(c2ccc3ccccc3n2)C1,4.952621
ClCc1ccc(CN2CC(CNc3cccc4cc[nH]c34)C2)cc1,4.905087,O=C(c1ccc(CCl)cc1)N(CC1CNC1)c1cccc2cc[nH]c12,4.888186
O=C(Nc1ccccc1CN1CCC[C@@H]1C(=O)O)C1CNC1,5.477982,O=C(Nc1ccccc1C(=O)N1CCC[C@@H]1C(=O)O)C1CNC1,5.428011
CC1(C)OB(c2ccc(NCc3ccc4nc(C5CNC5)oc4c3)nc2)OC1(C)C,5.836088,CC1(C)OB(c2ccc(NC(=O)c3ccc4nc(C5CNC5)oc4c3)nc2)OC1(C)C,6.033948
Nc1ccc(C(=O)N2CC(C(=O)O)C2)cc1NCC1CNC1,5.752808,Nc1cc(C(=O)N2CC(C(=O)O)C2)ccc1NC(=O)C1CNC1,6.163871
O=C(Nc1ccccn1)N1CCC[C@H]1CNc1ccc(-c2cccc(-c3nnn(CC4CC4)n3)c2)cc1,7.803496,O=C(Nc1ccc(-c2cccc(-c3nnn(CC4CC4)n3)c2)cc1)[C@@H]1CCCN1C(=O)Nc1ccccn1,7.346586
OB(O)c1ccc(NCC2CN(c3cccc(-c4nc5cc(Br)ccc5o4)c3)C2)cc1,5.249615,O=C(Nc1ccc(B(O)O)cc1)C1CN(c2cccc(-c3nc4cc(Br)ccc4o3)c2)C1,5.670699
Brc1ccc(NCC2(NCc3cncc(-c4ccc(NC[C@@H]5Cc6ccccc6CN5)cc4)c3)CCC2)cc1,7.055811,O=C(Nc1ccc(-c2cncc(CNC3(CNc4ccc(Br)cc4)CCC3)c2)cc1)[C@@H]1Cc2ccccc2CN1,7.23884
O=C(Nc1cccc(-c2ccc3oc(C4CCN4)nc3c2)c1)[C@@H](NCC1CNC1)c1ccccc1,7.295042,O=C(N[C@H](C(=O)Nc1cccc(-c2ccc3oc(C4CCN4)nc3c2)c1)c1ccccc1)C1CNC1,6.05477
c1ccc2c(c1)CN[C@H](CN(c1cc(NCc3ccc(-c4nnnn4CC4CC4)nc3)[nH]n1)C13CC(C1)C3)C2,7.503467,O=C([C@@H]1Cc2ccccc2CN1)N(Cc1ccc(-c2nnnn2CC2CC2)nc1)c1cc(NC23CC(C2)C3)n[nH]1,7.642173
Nc1cc(CNc2ccccc2-c2ccc3[nH]cc(CN4CCC[C@H]4C(=O)NC4CC4)c3c2)ccc1O,6.23584,Nc1cc(C(=O)Nc2ccccc2-c2ccc3[nH]cc(CN4CCC[C@H]4C(=O)NC4CC4)c3c2)ccc1O,6.146468
Nc1cc(CNc2cc(C(=O)Nc3cccc4cc[nH]c34)ccc2N)ccc1O,5.390107,Nc1cc(C(=O)Nc2cc(C(=O)Nc3cccc4cc[nH]c34)ccc2N)ccc1O,5.5943
FC(F)(F)c1ccc(CN(Cc2ccc3nc([C@@H]4CCCN4)oc3c2)c2ncccc2CNc2ccccn2)cc1,6.255603,O=C(c1ccc2nc([C@@H]3CCCN3)oc2c1)N(Cc1ccc(C(F)(F)F)cc1)c1ncccc1CNc1ccccn1,6.546149
c1cc(Nc2cc(-c3nnn(Cc4ccc(CNC56CC(C5)C6)cc4)n3)ccn2)c2[nH]ccc2c1,7.00435,O=C(NC12CC(C1)C2)c1ccc(Cn2nnc(-c3ccnc(Nc4cccc5cc[nH]c45)c3)n2)cc1,6.903113
O=C(NCCc1ccccc1)c1cccc(-c2ccc3oc(C4CN(C[C@@H]5Cc6ccccc6CN5)C4)nc3c2)c1,7.676705,O=C(NCCc1ccccc1)c1cccc(-c2ccc3oc(C4CN(C(=O)[C@@H]5Cc6ccccc6CN5)C4)nc3c2)c1,7.583946
O=C(c1ccc2oc(-c3ccc(CO[C@H]4CN5CCC4CC5)cc3)nc2c1)N1CCN(CC2CCN2)CC1,7.6796,O=C(c1ccc2oc(-c3ccc(CO[C@H]4CN5CCC4CC5)cc3)nc2c1)N1CCN(C(=O)C2CCN2)CC1,7.018434
Cc1cc(-c2cccnc2)cnc1NCc1ccccc1N,5.482946,Cc1cc(-c2cccnc2)cnc1NC(=O)c1ccccc1N,5.331821
O=C(O)[C@H](NCc1cccc(-c2nc3cc(-c4nnn(CC5CC5)n4)ccc3o2)c1)c1ccccc1,6.927481,O=C(N[C@@H](C(=O)O)c1ccccc1)c1cccc(-c2nc3cc(-c4nnn(CC5CC5)n4)ccc3o2)c1,7.123538
N#Cc1ccc(-c2ccc3oc(-c4ccc(O)c(NCC5CNC5)c4)nc3c2)s1,6.608683,N#Cc1ccc(-c2ccc3oc(-c4ccc(O)c(NC(=O)C5CNC5)c4)nc3c2)s1,6.507959
OB(O)c1ccc(NCc2ccc(CCl)cc2)cc1,3.43211,O=C(Nc1ccc(B(O)O)cc1)c1ccc(CCl)cc1,3.777066
Nc1c(NCc2ccccc2)cccc1NCc1ccc(CO[C@H]2CN3CCC2CC3)cc1,7.293251,Nc1c(NCc2ccccc2)cccc1NC(=O)c1ccc(CO[C@H]2CN3CCC2CC3)cc1,7.466001
C[C@@H](NC(=O)c1cccc(O)c1NC(=O)C1CCN1Cc1ccc(-c2nnn(CC3CC3)n2)nc1)c1ccccc1,7.230471,C[C@@H](NC(=O)c1cccc(O)c1NC(=O)C1CCN1C(=O)c1ccc(-c2nnn(CC3CC3)n2)nc1)c1ccccc1,6.891843
O=C(Nc1ccc(Br)cc1NCc1ccc(CO[C@H]2CN3CCC2CC3)cc1)Nc1cccc2ccccc12,7.258453,O=C(Nc1ccc(Br)cc1NC(=O)c1ccc(CO[C@H]2CN3CCC2CC3)cc1)Nc1cccc2ccccc12,7.257582
ClCc1ccc(CNc2ccc(-c3ccc(NCc4ccc(COCC5CNC5)cc4)cc3)cc2)cc1,7.064535,O=C(Nc1ccc(-c2ccc(NCc3ccc(CCl)cc3)cc2)cc1)c1ccc(COCC2CNC2)cc1,7.268705
Nc1ccc(C(=O)Nc2cccc3cc[nH]c23)cc1NC(=O)C1(NC[C@@H](N)c2ccccc2)CCC1,6.415802,N[C@H](C(=O)Nc1ccc(C(=O)Nc2cccc3cc[nH]c23)cc1NC(=O)C1(N)CCC1)c1ccccc1,5.563972
N#Cc1ccc(Cn2cc(CNCc3ccc(-c4nnn(CC5CC5)n4)nc3)c3ccccc32)c(F)c1,6.785591,N#Cc1ccc(Cn2cc(CNC(=O)c3ccc(-c4nnn(CC5CC5)n4)nc3)c3ccccc32)c(F)c1,7.035291
O=C(Nc1cc(-c2cccnc2)n[nH]1)c1ccc2nc([C@@H]3CCCN3C[C@@H]3Cc4ccccc4CN3)oc2c1,7.898979,O=C(Nc1cc(-c2cccnc2)n[nH]1)c1ccc2nc([C@@H]3CCCN3C(=O)[C@@H]3Cc4ccccc4CN3)oc2c1,7.778933
O=C(O)[C@H]1CCCN(Cc2ccc(CCl)cc2)C1,3.470289,O=C(O)[C@H]1CCCN(C(=O)c2ccc(CCl)cc2)C1,3.875193
O=C(NC12CC(C1)C2)c1cccc(N[C@H](CNc2ccnc3ccccc23)c2ccccc2)n1,6.518537,O=C(NC12CC(C1)C2)c1cccc(N[C@H](C(=O)Nc2ccnc3ccccc23)c2ccccc2)n1,6.778044
C[C@H](Nc1ccc(NCc2ccc3nc([C@@H]4CCCN4CC4CCN4)oc3c2)cc1)c1ccccc1,7.505689,C[C@@H](c1ccccc1)N(C(=O)C1CCN1)c1ccc(NCc2ccc3nc([C@@H]4CCCN4)oc3c2)cc1,7.5876
O=Cc1cccc(-c2ccc(NCC3CNC3)cc2)c1,6.159442,O=Cc1cccc(-c2ccc(NC(=O)C3CNC3)cc2)c1,6.994685
O=C(O)C1(NCC2CCN2)CCC1,3.479323,O=C(NC1(C(=O)O)CCC1)C1CCN1,5.485106
ClCc1ccc(CNc2ccc(-c3cccnc3)cc2)cc1,5.462546,O=C(Nc1ccc(-c2cccnc2)cc1)c1ccc(CCl)cc1,5.960794
N#Cc1ccc(Cn2nnc(-c3cccc(Cn4cc(CNC[C@@H]5Cc6ccccc6CN5)c5ccccc54)c3)n2)cc1,7.071237,N#Cc1ccc(Cn2nnc(-c3cccc(Cn4cc(CNC(=O)[C@@H]5Cc6ccccc6CN5)c5ccccc54)c3)n2)cc1,7.21209
c1cc(NCC2CCNCC2)c2[nH]ccc2c1,3.321593,O=C(Nc1cccc2cc[nH]c12)C1CCNCC1,5.442521
Nc1ccc(CNc2ccccc2C(=O)Nc2ccccn2)cc1O,4.761419,Nc1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccccn2)cc1O,5.23593
c1cc(NCC2CNC2)cc(-c2cc(NCc3ccc4[nH]c(C5CNC5)nc4c3)[nH]n2)c1,8.165529,O=C(Nc1cc(-c2cccc(NCC3CNC3)c2)n[nH]1)c1ccc2[nH]c(C3CNC3)nc2c1,7.671238
N[C@@H](CN1CC(c2nc3cc(CNc4cccc5ccn(CC6CC6)c45)ccc3o2)C1)c1ccccc1,6.638793,N[C@@H](C(=O)N(Cc1ccc2oc(C3CNC3)nc2c1)c1cccc2ccn(CC3CC3)c12)c1ccccc1,7.783405
Nc1ccc(CN[C@@H](c2ccccc2)c2nc3ccc(C(=O)NC4CC4)cc3o2)cc1N,6.204394,Nc1ccc(C(=O)N[C@@H](c2ccccc2)c2nc3ccc(C(=O)NC4CC4)cc3o2)cc1N,6.274276
N#Cc1ccc(CNc2cc(-c3cc(C(=O)O)ccc3F)ccc2N)cn1,5.027102,N#Cc1ccc(C(=O)Nc2cc(-c3cc(C(=O)O)ccc3F)ccc2N)cn1,5.085694
Nc1ccc(-c2cc(CNC3(c4nc5ccc(CNC67CC(C6)C7)cc5[nH]4)CCC3)ccn2)cc1,7.15849,Nc1ccc(-c2cc(CNC3(c4nc5ccc(C(=O)NC67CC(C6)C7)cc5[nH]4)CCC3)ccn2)cc1,7.079305
Nc1ccc(CNc2ccc(-c3ccc4[nH]c(C5CCNCC5)nc4c3)cc2)cc1O,6.626614,Nc1ccc(C(=O)Nc2ccc(-c3ccc4[nH]c(C5CCNCC5)nc4c3)cc2)cc1O,6.680922
O=C(Nc1cc(-c2cccc(-c3nnn(Cc4ccc(CNc5ccnc6ccccc56)cc4)n3)c2)n[nH]1)C1CNC1,8.110637,O=C(Nc1ccnc2ccccc12)c1ccc(Cn2nnc(-c3cccc(-c4cc(NC(=O)C5CNC5)[nH]n4)c3)n2)cc1,8.090679
N[C@@H](CNc1ccc(B(O)O)cc1)Cc1c[nH]c2ccccc12,2.923329,N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccc(B(O)O)cc1,3.488009
COc1ccc(CNCc2ccc3oc(C4CNC4)nc3c2)cc1,7.090437,COc1ccc(CNC(=O)c2ccc3oc(C4CNC4)nc3c2)cc1,7.269136
Nc1ccc(-c2nnn(Cc3ccccc3CNCCc3cn(CC4CC4)c4ccccc34)n2)cc1N,6.599504,Nc1ccc(-c2nnn(Cc3ccccc3C(=O)NCCc3cn(CC4CC4)c4ccccc34)n2)cc1N,6.904933
C[C@H](NC[C@@H]1Cc2ccccc2CN1)C(=O)O,4.420829,C[C@H](NC(=O)[C@@H]1Cc2ccccc2CN1)C(=O)O,4.640656
O=C(O)c1ccc2oc(-c3ccc(C(=O)Nc4cc(C5=NCCc6ccccc65)ccc4NCC4CNC4)cc3)nc2c1,6.336943,O=C(O)c1ccc2oc(-c3ccc(C(=O)Nc4cc(C5=NCCc6ccccc65)ccc4NC(=O)C4CNC4)cc3)nc2c1,4.288525
O=C(O)[C@H]1CCCN1C[C@@H]1Cc2ccccc2CN1,4.744679,O=C(O)[C@@H]1Cc2ccccc2CN1C(=O)[C@H]1CCCN1,4.658956
O=C(Nc1ccc(Nc2ccccn2)cc1)C1CCN(Cc2ccc(-c3nnn(CC4CC4)n3)nc2)CC1,7.743516,O=C(Nc1ccc(N(C(=O)c2ccc(-c3nnn(CC4CC4)n3)nc2)c2ccccn2)cc1)C1CCNCC1,7.309261
O=C(Nc1ccc(-c2cccc(NCc3ccc4oc([C@@H]5CCCN5)nc4c3)c2)cc1)NC1CC1,8.135696,O=C(Nc1ccc(-c2cccc(NC(=O)c3ccc4oc([C@@H]5CCCN5)nc4c3)c2)cc1)NC1CC1,7.106122
c1ccc2c(c1)CN[C@H](CN1CC(c3nc4cc(-c5nnn(CC6CC6)n5)ccc4o3)C1)C2,7.947577,O=C([C@@H]1Cc2ccccc2CN1)N1CC(c2nc3cc(-c4nnn(CC5CC5)n4)ccc3o2)C1,7.703002
Nc1ccc(CN2CCC(C(=O)NC3CC3)CC2)cc1N,4.813728,Nc1ccc(C(=O)N2CCC(C(=O)NC3CC3)CC2)cc1N,5.432416
COc1ccccc1CNCc1ccc(CCl)cc1,4.585567,COc1ccccc1CNC(=O)c1ccc(CCl)cc1,4.68395
O=C(O)C1CCN(Cc2cccc(-c3cn(CC4CC4)cn3)c2)CC1,6.000608,O=C(O)C1CCN(C(=O)c2cccc(-c3cn(CC4CC4)cn3)c2)CC1,6.152196
O=Cc1cccc(CNc2ccnc3ccccc23)c1,4.345864,O=Cc1cccc(C(=O)Nc2ccnc3ccccc23)c1,4.771867
Nc1ccccc1CNc1ccncc1C=O,3.332812,Nc1ccccc1C(=O)Nc1ccncc1C=O,3.320024
Nc1ccc(-c2ccc(NCc3ccc(-c4nnn(CC5CC5)n4)nc3)c(NC(=O)C3CNC3)c2)cc1,7.239447,Nc1ccc(-c2ccc(NC(=O)c3ccc(-c4nnn(CC5CC5)n4)nc3)c(NC(=O)C3CNC3)c2)cc1,3.38181
Nc1ccc(CNC2(CN3CCC[C@@H]3C(=O)O)CCC2)cc1N,3.603981,Nc1ccc(CN(C(=O)[C@H]2CCCN2)C2(C(=O)O)CCC2)cc1N,3.918371
N#Cc1ccc(CNc2ccccc2CNc2ccc(Br)cc2)cn1,4.924574,N#Cc1ccc(C(=O)Nc2ccccc2CNc2ccc(Br)cc2)cn1,5.362157
N#Cc1ccc(CNc2cc(C(=O)Nc3cccc(-c4cncc(C(F)(F)F)c4)c3)ccc2O)cn1,6.54726,N#Cc1ccc(C(=O)Nc2cc(C(=O)Nc3cccc(-c4cncc(C(F)(F)F)c4)c3)ccc2O)cn1,6.534679
O=Cc1cccc(CNc2ccncc2C=O)c1,3.369184,O=Cc1cccc(C(=O)Nc2ccncc2C=O)c1,3.769963
COc1ccccc1CNCc1cccc(CNc2ccc(-c3nnn(CC4CC4)n3)cc2NC[C@@H]2Cc3ccccc3CN2)c1,7.568792,COc1ccccc1CNCc1cccc(CNc2ccc(-c3nnn(CC4CC4)n3)cc2NC(=O)[C@@H]2Cc3ccccc3CN2)c1,7.466755
Nc1cc(C(=O)Nc2ccc(-c3ccc(N)c(NCC4CCN4)c3)cc2)ccc1O,6.746416,Nc1cc(C(=O)Nc2ccc(-c3ccc(N)c(NC(=O)C4CCN4)c3)cc2)ccc1O,6.46489
O=C(O)[C@H]1CCCN1Cc1ccc(CCl)cc1,3.256172,O=C(O)[C@H]1CCCN1C(=O)c1ccc(CCl)cc1,3.398558
Oc1ccc(-c2nnn(CC3CC3)n2)cc1N(C[C@@H]1Cc2ccccc2CN1)C[C@@H]1Cc2ccccc2CN1,7.495727,O=C([C@@H]1Cc2ccccc2CN1)N(C[C@@H]1Cc2ccccc2CN1)c1cc(-c2nnn(CC3CC3)n2)ccc1O,7.489242
N[C@@H](CNc1ccc(-c2ncccc2NCc2ccc(CO[C@H]3CN4CCC3CC4)cc2)cc1)c1ccccc1,7.447511,N[C@@H](C(=O)Nc1ccc(-c2ncccc2NCc2ccc(CO[C@H]3CN4CCC3CC4)cc2)cc1)c1ccccc1,7.802145
O=C(NCc1ccccc1)c1ccc2nc(C3CN(Cc4ccc(-c5nnn(CC6CC6)n5)nc4)C3)oc2c1,8.079286,O=C(NCc1ccccc1)c1ccc2nc(C3CN(C(=O)c4ccc(-c5nnn(CC6CC6)n5)nc4)C3)oc2c1,7.56318
Oc1cc(CNc2cccc3cc[nH]c23)ccc1NCC1CNC1,6.299539,O=C(Nc1ccc(CNc2cccc3cc[nH]c23)cc1O)C1CNC1,7.014848
O=C(Nc1ccc(-c2ccc(NC[C@@H]3Cc4ccccc4CN3)cc2)cc1)c1ccc2nc([C@@H]3Cc4ccccc4CN3)[nH]c2c1,7.794589,O=C(Nc1ccc(-c2ccc(NC(=O)[C@@H]3Cc4ccccc4CN3)cc2)cc1)c1ccc2nc([C@@H]3Cc4ccccc4CN3)[nH]c2c1,7.538425
O=C([C@@H]1Cc2ccccc2CN1)N1CCC[C@@H]1c1nc2ccc(-c3nc4cc(CNc5ccccn5)ccc4[nH]3)cc2o1,7.642654,O=C(Nc1ccccn1)c1ccc2[nH]c(-c3ccc4nc([C@H]5CCCN5C(=O)[C@@H]5Cc6ccccc6CN5)oc4c3)nc2c1,7.424356
c1ccc2c(c1)CN[C@H](CNc1cc(-c3ccc(NCc4cccc5oc([C@@H]6CCCNC6)nc45)cc3)n[nH]1)C2,7.904232,O=C(Nc1cc(-c2ccc(NCc3cccc4oc([C@@H]5CCCNC5)nc34)cc2)n[nH]1)[C@@H]1Cc2ccccc2CN1,7.868973
O=C1CN(Cc2cccc(N3CC(CNc4cccc(B(O)O)c4)C3)n2)C1,4.017132,O=C1CN(Cc2cccc(N3CC(C(=O)Nc4cccc(B(O)O)c4)C3)n2)C1,4.594983
O=C(NC12CC(C1)C2)c1ccc2nc(C3CCN(C[C@@H]4Cc5ccccc5CN4)CC3)n(CC3CC3)c2c1,6.680501,O=C(NC12CC(C1)C2)c1ccc2nc(C3CCN(C(=O)[C@@H]4Cc5ccccc5CN4)CC3)n(CC3CC3)c2c1,5.648704
O=C(Nc1ccccc1CN[C@@H](CNCc1cn(CC2CC2)nn1)Cc1c[nH]c2ccccc12)NC1CC1,6.963526,O=C(Nc1ccccc1C(=O)N[C@@H](CNCc1cn(CC2CC2)nn1)Cc1c[nH]c2ccccc12)NC1CC1,7.066097
Nc1c(O)cccc1CNc1ccc(-c2cncc(-c3nnn(CC4CC4)n3)c2)cc1,7.064923,Nc1c(O)cccc1C(=O)Nc1ccc(-c2cncc(-c3nnn(CC4CC4)n3)c2)cc1,6.879225
Nc1ccc(CNc2cc(-c3cccc(C=O)c3)n[nH]2)cc1O,4.674295,Nc1ccc(C(=O)Nc2cc(-c3cccc(C=O)c3)n[nH]2)cc1O,5.150654
Nc1ccc(CN(Cc2ccc(N)c(O)c2)c2ccccn2)cc1N,3.453406,Nc1ccc(CN(C(=O)c2ccc(N)c(O)c2)c2ccccn2)cc1N,3.924623
C[C@@H](c1ccccc1)N(Cc1ccc(CCl)cc1)Cc1cccc(CNc2ccnc3ccccc23)c1,5.605283,C[C@@H](c1ccccc1)N(Cc1cccc(CNc2ccnc3ccccc23)c1)C(=O)c1ccc(CCl)cc1,5.918065
